,text,Date,is_retweet,randNumCol,ID
1260,In other words Russia was against Trump in the 2016 Election - and why not I want strong military &amp; low oil prices. Witch Hunt! https://t.co/mMSxj4Su5z,20172907,FALSE,5630,14
1274,If ObamaCare is hurting people &amp; it is why shouldn't it hurt the insurance companies &amp; why should Congress not be paying what public pays?,20173007,FALSE,7853,1
1275,Highest Stock Market EVER best economic numbers in years unemployment lowest in 17 years wages raising border secure S.C.: No WH chaos!,20173107,FALSE,4272,4
1279,Corporations have NEVER made as much money as they are making now. Thank you Stuart Varney @foxandfriends Jobs are starting to roarwatch!,20170108,FALSE,8201,3
1282,It was my great honor to pay tribute to a VET who went above &amp; beyond the call of duty to PROTECT our COMRADES our COUNTRY &amp; OUR FREEDOM! https://t.co/YS6y1WR30G,20170208,FALSE,2090,4
1286,RT @foxandfriends: Insurers seeking huge premium hikes on ObamaCare plans https://t.co/YrUwvMKlyb,20170308,FALSE,6024,10
1296,Toyota &amp; Mazda to build a new $1.6B plant here in the U.S.A. and create 4K new American jobs. A great investment in American manufacturing!,20170408,FALSE,8353,16
1312,Prosperity is coming back to our shores because we are putting America WORKERS and FAMILIES first. #AmericaFirst🇺🇸 https://t.co/4kTc6Om308,20170508,TRUE,4074,9
1321,RT @IvankaTrump: The Administration is committed to supporting military spouses in the workforce. Thanks Kim for sharing your story! https:…,20170608,FALSE,7481,2
1323,Just completed call with President Moon of South Korea. Very happy and impressed with 15-0 United Nations vote on North Korea sanctions.,20170708,FALSE,6758,16
1339,RT @foxandfriends: Anthem announces it will withdraw from ObamaCare Exchange in Nevada https://t.co/d0CxeHQKwz,20170808,TRUE,5368,8
1347,"RT @TheFive: ""Media bias is not just about what they report it's also about what they don't report.""-@jessebwatters #thefive",20170908,FALSE,6072,11
1358,"RT @TheFive: ""@POTUS being unpredictable is a big asset North Korea knew exactly what President Obama was going to do.""- @jessebwatters",20171008,TRUE,7679,9
1367,RT @foxandfriends: Senators learn the hard way about the fallout from turning on Trump https://t.co/wq8Im1cHpy,20171108,TRUE,3774,8
1375,We ALL must be united &amp; condemn all that hate stands for. There is no place for this kind of violence in America. Lets come together as one!,20171208,FALSE,2784,9
1384,RT @DailyCaller: Guam Governor To Trump: I’ve Never Felt Safer Than ‘With You At The Helm’ https://t.co/ESwleDjwuB https://t.co/2UwKmzJtPY,20171308,TRUE,2850,4
1388,Luther Strange of the Great State of Alabama has my endorsement. He is strong on Border &amp; Wall the military tax cuts &amp; law enforcement.,20171408,FALSE,6598,9
1397,Feels good to be home after seven months but the White House is very special there is no place like it... and the U.S. is really my home!,20171508,TRUE,3241,10
1407,Congratulation to Roy Moore and Luther Strange for being the final two and heading into a September runoff in Alabama. Exciting race!,20171608,FALSE,8863,15
1422,THANK YOU @MayorGimenez for following the RULE OF LAW! Sanctuary cities make our country LESS SAFE! Full remarks: https://t.co/Kz2EsQ3f1v https://t.co/vD3BB3hyti,20171708,FALSE,8303,12
1434,The Obstructionist Democrats make Security for our country very difficult. They use the courts and associated delay at all times. Must stop!,20171808,FALSE,3769,8
1442,My thoughts and prayers are with the @KissimmeePolice and their loved ones. We are with you!#LESM,20171908,FALSE,4502,10
1452,Thoughts &amp; prayers are w/ our @USNavy sailors aboard the #USSJohnSMcCain where search &amp; rescue efforts are underway. https://t.co/DQU0zTRXNU,20172008,FALSE,3070,1
1453,Jerry Falwell of Liberty University was fantastic on @foxandfriends. The Fake News should listen to what he had to say. Thanks Jerry!,20172108,FALSE,5931,3
1456,RT @marcorubio: Good #AfghanStrategy &amp; excellent speech by @POTUS laying it out to the nation.,20172208,FALSE,4986,8
1464,Thank you Arizona. Beautiful turnout of 15000 in Phoenix tonight! Full coverage of rally via my Facebook at: https://t.co/s0D12EFs40 https://t.co/WT4D9Vsen1,20172308,FALSE,1153,10
1474,I requested that Mitch M &amp; Paul R tie the Debt Ceiling legislation into the popular V.A. Bill (which just passed) for easy approval. They...,20172408,FALSE,8340,15
1489,RT @GregAbbott_TX: Spoke with Pres. Trump &amp; heads of Homeland Security &amp; FEMA. They're helping Texas respond to #HurricaneHarvey. https://t…,20172508,FALSE,1316,14
1503,RT @realDonaldTrump: At the request of the Governor of Texas I have signed the Disaster Proclamation which unleashes the full force of go…,20172608,FALSE,644,12
1515,Great coordination between agencies at all levels of government. Continuing rains and flash floods are being dealt with. Thousands rescued.,20172708,FALSE,709,11
1526,RT @KatiePavlich: Your boss pardoned a traitor who gave U.S. enemies state secrets he also pardoned a terrorist who killed Americans. Spar…,20172808,TRUE,8897,4
1530,RT @TXMilitary: #PhotosFromTheField: Aerial photos from our rescue crews earlier today. #Harvey #TMDHarvey @USNationalGuard https://t.co/fA…,20172908,TRUE,3883,6
1536,After witnessing first hand the horror &amp; devastation caused by Hurricane Harveymy heart goes out even more so to the great people of Texas!,20173008,FALSE,5000,5
1541,First responders have been doing heroic work. Their courage &amp; devotion has saved countless lives – they represent the very best of America! https://t.co/I0gvCQLTKO,20173108,TRUE,1116,5
1546,Wow looks like James Comey exonerated Hillary Clinton long before the investigation was over...and so much more. A rigged system!,20170109,FALSE,971,7
1553,On behalf of @FLOTUS Melania &amp; myself THANK YOU for today's update &amp; GREAT WORK! #SouthernBaptist @SendRelief @RedCross &amp; @SalvationArmyUS https://t.co/DLgFNiCxN2,20170209,FALSE,6915,4
1557,RT @ColumbiaBugle: @realDonaldTrump Love our @FLOTUS! https://t.co/6LT9mLAJ86,20170309,FALSE,5171,13
1570,Big week coming up!,20170409,FALSE,6344,1
1571,Congress get ready to do your job - DACA!,20170509,FALSE,7879,6
1577,Will be going to North Dakota today to discuss tax reform and tax cuts. We are the highest taxed nation in the world - that will change.,20170609,FALSE,8314,8
1585,If we want to renew our PROSPERITY restore OPPORTUNITY &amp; re-establish our economic DOMINANCE then we need tax reform that is pro-growth.. https://t.co/9NzLg2Qzpo,20170709,FALSE,7638,12
1597,We will confront ANY challenge no matter how strong the winds or high the water. I’m proud to stand with Presidents for #OneAmericaAppeal.,20170809,FALSE,3017,8
1605,FLORIDA- Visit https://t.co/pdBaD9t8SK to find shelters road closures &amp; evacuation routes. Helpful Twitter list: https://t.co/BUMVlxGFe8 https://t.co/ncnuqCeB5K,20170909,FALSE,6116,3
1608,The U.S. Coast Guard FEMA and all Federal and State brave people are ready. Here comes Irma. God bless everyone!,20171009,FALSE,3873,11
1619,May God Forever Bless the United States of America. #NeverForget911 https://t.co/erycJgj23r,20171109,FALSE,5676,2
1621,Fascinating to watch people writing books and major articles about me and yet they know nothing about me &amp; have zero access. #FAKE NEWS!,20171209,TRUE,8692,5
1626,I will be traveling to Florida tomorrow to meet with our great Coast Guard FEMA and many of the brave first responders &amp; others.,20171309,FALSE,7402,3
1629,Crooked Hillary Clinton blames everybody (and every thing) but herself for her election loss. She lost the debates and lost her direction!,20171409,FALSE,2175,13
1642,With the ridiculous Filibuster Rule in the Senate Republicans need 60 votes to pass legislation rather than 51. Can't get votes END NOW!,20171509,FALSE,2895,14
1656,Attorney General Bill Shuette will be a fantastic Governor for the great State of Michigan. I am bringing back your jobs and Bill will help!,20171609,FALSE,6408,3
1659,I spoke with President Moon of South Korea last night. Asked him how Rocket Man is doing. Long gas lines forming in North Korea. Too bad!,20171709,FALSE,5022,15
1674,Happy 70th Birthday @CIA! https://t.co/CU3gOZMf7J,20171809,FALSE,2758,5
1679,We call for the full restoration of democracy and political freedoms in Venezuela and we want it to happen very very soon! https://t.co/bMJDOtAesl,20171909,FALSE,1777,9
1688,Puerto Rico being hit hard by new monster Hurricane. Be careful our hearts are with you- will be there to help!,20172009,FALSE,5534,26
1714,Senator (Doctor) Bill Cassidy is a class act who really cares about people and their Health(care) he doesn't lie-just wants to help people!,20172109,FALSE,4549,9
1723,Kim Jong Un of North Korea who is obviously a madman who doesn't mind starving or killing his people will be tested like never before!,20172209,FALSE,548,11
1734,Arizona had a 116% increase in ObamaCare premiums last year with deductibles very high. Chuck Schumer sold John McCain a bill of goods. Sad,20172309,FALSE,8265,13
1747,If NFL fans refuse to go to games until players stop disrespecting our Flag &amp; Country you will see change take place fast. Fire or suspend!,20172409,FALSE,8798,11
1758,Many people booed the players who kneeled yesterday (which was a small percentage of total). These are fans who demand respect for our Flag!,20172509,FALSE,1060,9
1767,...It's old electrical grid which was in terrible shape was devastated. Much of the Island was destroyed with billions of dollars....,20172609,FALSE,5201,21
1788,Even Usain Bolt from Jamaica one of the greatest runners and athletes of all time showed RESPECT for our National Anthem! 🇺🇸🇯🇲 https://t.co/zkenuAP9RS,20172709,FALSE,8335,12
1800,Democrats don't want massive tax cuts - how does that win elections? Great reviews for Tax Cut and Reform Bill.,20172809,FALSE,6029,8
1808,RT @GOPChairwoman: The Trump Inaugural Committee is donating $3 million in surplus funds to victims of the latest hurricanes. https://t.co…,20172909,FALSE,7548,12
1820,RT @FoxNews: TUNE IN: @EricTrump joins @seanhannity TONIGHT at 9p ET on @FoxNews Channel! #Hannityat9 https://t.co/foDzkcAKJe,20173009,TRUE,6620,32
1852,RT @SLandinSoCal: When you kneel for our #NationalAnthem you aren't protesting a specific issue you are protesting our Nation and EVERYTH…,20170110,FALSE,8585,8
1860,My warmest condolences and sympathies to the victims and families of the terrible Las Vegas shooting. God bless you!,20170210,FALSE,4944,2
1862,Leaving Puerto Rico now for D.C. Will be in Las Vegas early tomorrow to pay my respects. Everyone is in my thoughts and prayers. https://t.co/dBvZUIUfr0,20170310,FALSE,1109,4
1866,RT @Jenniffer2012: Thank you @realDonaldTrump for all the help you are providing for Puerto Rico. We’re are grateful and happy to welcome y…,20170410,FALSE,3896,13
1879,RT @FoxNews: Geraldo Blasts 'Fake News' Reports About Trump's Visit to Puerto Rico https://t.co/9jO0D3BMvE,20170510,FALSE,7565,10
1889,RT @Scavino45: .@POTUS @realDonaldTrump in the Oval Office w/senior U.S. military leaders prior to dinner hosted by the President &amp; First L…,20170610,FALSE,3027,3
1892,...contributions. The RNC is taking in far more $'s than the Dems and much of it by my wonderful small donors. I am working hard for them!,20170710,FALSE,3540,12
1904,#LasVegasStrong #USA🇺🇸🎥https://t.co/4iGwdL4kia,20170810,TRUE,8874,11
1915,The trip by @VP Pence was long planned. He is receiving great praise for leaving game after the players showed such disrespect for country!,20170910,FALSE,2753,3
1918,We have just begun! https://t.co/x8pSdEB2Ur,20171010,FALSE,6814,11
1929,...fired. This story is totally made up by the dishonest media.The Chief is doing a FANTASTIC job for me and more importantly for the USA!,20171110,FALSE,8184,15
1944,RT @realDonaldTrump: I will be interviewed tonight on @FoxNews by @SeanHannity at 9pmE. Enjoy!,20171210,FALSE,375,12
1956,It is time to take care of OUR COUNTRY to rebuild OUR COMMUNITIES and to protect our GREAT AMERICAN WORKERS! #TaxReform https://t.co/FEjGjT4xp9,20171310,FALSE,2427,13
1969,Many people talking with much agreement on my Iran speech today. Participants in the deal are making lots of money on trade with Iran!,20171410,FALSE,2587,14
1983,...approvals of The Keystone XL &amp; Dakota Access pipelines. Also look at the recent EPA cancelations &amp; our great new Supreme Court Justice!,20171510,FALSE,6827,2
1985,RT @ABCNewsRadio: Global fund championed by Ivanka Trump to help women entrepreneurs begins operations https://t.co/jUmsY3ON4x https://t.co…,20171610,TRUE,1099,9
1994,Rep.Tom Marino has informed me that he is withdrawing his name from consideration as drug czar. Tom is a fine man and a great Congressman!,20171710,TRUE,3680,9
2003,The most important truth our FOUNDERS understood was: FREEDOM is NOT a gift from Govt. FREEDOM is a GIFT from GOD. 🎥https://t.co/rmAzGt8SuG https://t.co/SrPavwrt2R,20171810,FALSE,6993,17
2020,Republicans are going for the big Budget approval today first step toward massive tax cuts. I think we have the votes but who knows?,20171910,FALSE,6249,7
2027,The Fake News is going crazy with wacky Congresswoman Wilson(D) who was SECRETLY on a very personal call and gave a total lie on content!,20172010,FALSE,175,11
2038,I hope the Fake News Media keeps talking about Wacky Congresswoman Wilson in that she as a representative is killing the Democrat Party!,20172110,FALSE,8283,12
2050,...2nd Amendment Strong Military ISIS historic VA improvement Supreme Court Justice Record Stock Market lowest unemployment in 17 yrs!,20172210,FALSE,3277,5
2055,Two dozen NFL players continue to kneel during the National Anthem showing total disrespect to our Flag &amp; Country.  No leadership in NFL!,20172310,FALSE,5973,4
2059,...Corker dropped out of the race in Tennesse when I refused to endorse him and now is only negative on anything Trump. Look at his record!,20172410,FALSE,209,8
2067,The reason Flake and Corker dropped out of the Senate race is very simple they had zero chance of being elected. Now act so hurt &amp; wounded!,20172510,FALSE,4306,13
2080,This will be the biggest TAX CUT in the history of our country - and we need it! #TaxReform Read more: https://t.co/o3W9bJkz5k https://t.co/JYckXWEmLu,20172610,TRUE,7944,11
2091,Wacky &amp; totally unhinged Tom Steyer who has been fighting me and my Make America Great Again agenda from beginning never wins elections!,20172710,FALSE,7157,15
2106,“WHAT HAPPENED”“How Team Hillary played the press for fools on Russia”➡️https://t.co/GqpIidk017NOW WE KNOW! https://t.co/SgWL1HZmkI,20172810,FALSE,5552,11
2117,Never seen such Republican ANGER &amp; UNITY as I have concerning the lack of investigation on Clinton made Fake Dossier (now $12000000?)....,20172910,FALSE,8453,6
2123,Great job by MichaelCaputo on @foxandfriends.,20173010,FALSE,7828,4
2127,....came to the campaign. Few people knew the young low level volunteer named George who has already proven to be a liar. Check the DEMS!,20173110,FALSE,7548,15
2142,I have just ordered Homeland Security to step up our already Extreme Vetting Program. Being politically correct is fine but not for this!,20170111,FALSE,3524,15
2157,The United States will be immediately implementing much tougher Extreme Vetting Procedures. The safety of our citizens comes first!,20170211,FALSE,1353,14
2171,Donna Brazile just stated the DNC RIGGED the system to illegally steal the Primary from Bernie Sanders. Bought and paid for by Crooked H....,20170311,FALSE,8342,20
2191,Thank you to our GREAT Military/Veterans and @PacificCommand.Remember #PearlHarbor. Remember the @USSArizona!A day I’ll never forget. https://t.co/CMkB0kTkSc,20170411,FALSE,5301,5
2196,Just gave a speech to the great men and women at Yokota Air Base in Tokyo Japan. Leaving to see Prime Minister Abe. https://t.co/6LRAgojvDB,20170511,FALSE,6851,6
2202,#USA🇺🇸 #Japan🇯🇵 https://t.co/EvxFqAVnFS,20170611,FALSE,7094,7
2209,RT @AbeShinzo: トランプ大統領による、初の、歴史的な日本訪問は、間違いなく、日米同盟の揺るぎない絆を世界に示すことができました。本当にありがとう、ドナルド。そして、アジア歴訪の大成功をお祈りしています。@realDonaldTrump https://t.…,20170711,TRUE,7341,11
2220,Ed Gillespie worked hard but did not embrace me or what I stand for. Don’t forget Republicans won 4 out of 4 House seats and with the economy doing record numbers we will continue to win even bigger than before!,20170811,FALSE,4821,12
2232,In the coming months and years ahead I look forward to building an even STRONGER relationship between the United States and China. 🇺🇸🇨🇳 https://t.co/mK3SB7t3EV,20170911,FALSE,7973,4
2236,Just landed in Da Nang Vietnam to deliver a speech at #APEC2017,20171011,FALSE,6477,9
2245,“Presidential Proclamation Commemorating the 50th Anniversary of the Vietnam War” ➡️https://t.co/hgUQP9leqK ➡️https://t.co/9C0yyIv9Ws https://t.co/f9snmRUA4a,20171111,FALSE,8259,4
2249,When will all the haters and fools out there realize that having a good relationship with Russia is a good thing not a bad thing. There always playing politics - bad for our country. I want to solve North Korea Syria Ukraine terrorism and Russia can greatly help!,20171211,FALSE,5524,8
2257,Will be leaving the Philippines tomorrow after many days of constant mtgs &amp; work in order to #MAGA! My promises are rapidly being fulfilled.,20171311,FALSE,8005,4
2261,Great to see @RandPaul looking well and back on the Senate floor. He will help us with TAX CUTS and REFORM!,20171411,FALSE,7707,8
2269,Just returned from Asia after 12 very successful days. Great to be home!,20171511,FALSE,1337,15
2284,Big vote tomorrow in the House. Tax cuts are getting close!,20171611,FALSE,4848,7
2291,The Al Frankenstien picture is really bad speaks a thousand words. Where do his hands go in pictures 2 3 4 5 &amp; 6 while she sleeps? .....,20171711,FALSE,6923,7
2298,Crooked Hillary Clinton is the worst (and biggest) loser of all time. She just can’t stop which is so good for the Republican Party. Hillary get on with your life and give it another try in three years!,20171811,FALSE,8995,4
2302,Sen. Jeff Flake(y) who is unelectable in the Great State of Arizona (quit race anemic polls) was caught (purposely) on “mike” saying bad things about your favorite President. He’ll be a NO on tax cuts because his political career anyway is “toast.”,20171911,FALSE,6227,4
2306,Republican Senators are working very hard to get Tax Cuts and Tax Reform approved. Hopefully it will not be long and they do not want to disappoint the American public!,20172011,FALSE,4168,4
2310,Today we continued a wonderful American Tradition at the White House. Drumstick and Wishbone will live out their days in the beautiful Blue Ridge Mountains at Gobbler’s Rest... https://t.co/fsS8B8f5UR,20172111,FALSE,1539,2
2312,...LaVar you could have spent the next 5 to 10 years during Thanksgiving with your son in China but no NBA contract to support you. But remember LaVar shoplifting is NOT a little thing. It’s a really big deal especially in China. Ungrateful fool!,20172211,FALSE,1078,11
2323,HAPPY THANKSGIVING your Country is starting to do really well. Jobs coming back highest Stock Market EVER Military getting really strong we will build the WALL V.A. taking care of our Vets great Supreme Court Justice RECORD CUT IN REGS lowest unemployment in 17 years....!,20172311,FALSE,6788,8
2331,RT @DeptofDefense: #HappyThanksgiving from @USArmy and @USNationalGuard #soldiers serving with Task Force Marauder in #Afghanistan. 🦃 https…,20172411,TRUE,8679,10
2341,The Consumer Financial Protection Bureau or CFPB has been a total disaster as run by the previous Administrations pick. Financial Institutions have been devastated and unable to properly serve the public. We will bring it back to life!,20172511,FALSE,5035,5
2346,I endorsed Luther Strange in the Alabama Primary. He shot way up in the polls but it wasn’t enough. Can’t let Schumer/Pelosi win this race. Liberal Jones would be BAD!,20172611,FALSE,3982,3
2349,We should have a contest as to which of the Networks plus CNN and not including Fox is the most dishonest corrupt and/or distorted in its political coverage of your favorite President (me). They are all bad. Winner to receive the FAKE NEWS TROPHY!,20172711,FALSE,5224,4
2353,Thank you Rand! https://t.co/NvPeleVmub,20172811,FALSE,4200,15
2368,Charles McCullough the respected fmr Intel Comm Inspector General said public was misled on Crooked Hillary Emails. “Emails endangered National Security.” Why aren’t our deep State authorities looking at this? Rigged &amp; corrupt? @TuckerCarlson @seanhannity,20172911,FALSE,2179,20
2388,Theresa @theresamay don’t focus on me focus on the destructive Radical Islamic Terrorism that is taking place within the United Kingdom. We are doing just fine!,20173011,FALSE,6751,15
2403,The Christmas Story begins 2000 years ago with a mother a father their baby son and the most extraordinary gift of all—the gift of God’s love for all of humanity.Whatever our beliefs we know that the birth of Jesus Christ and the story of his life... https://t.co/P94C3LjWlx,20170112,FALSE,3899,9
2412,Biggest Tax Bill and Tax Cuts in history just passed in the Senate. Now these great Republicans will be going for final passage. Thank you to House and Senate Republicans for your hard work and commitment!,20170212,FALSE,6813,4
2416,So General Flynn lies to the FBI and his life is destroyed while Crooked Hillary Clinton on that now famous FBI holiday “interrogation” with no swearing in and no recording lies many times...and nothing happens to her? Rigged system or just a double standard?,20170312,FALSE,5140,14
2430,Putting Pelosi/Schumer Liberal Puppet Jones into office in Alabama would hurt our great Republican Agenda of low on taxes tough on crime strong on military and borders...&amp; so much more. Look at your 401-k’s since Election. Highest Stock Market EVER! Jobs are roaring back!,20170412,FALSE,6334,4
2434,Join me this Friday in Pensacola Florida at the Pensacola Bay Center! Tickets: https://t.co/zA7SGgWqBE https://t.co/QzFdxQdgAL,20170512,FALSE,5270,2
2436,MAKE AMERICA GREAT AGAIN!,20170612,TRUE,1294,5
2441,RT @EricTrump: #MakeAmericaGreatAgain https://t.co/YpfVHtq8tE,20170712,TRUE,4939,9
2450,I fulfilled my campaign promise - others didn’t! https://t.co/bYdaOHmPVJ,20170812,FALSE,7744,8
2458,This is your land this is your home and it's your voice that matters the most. So speak up be heard and fight fight fight for the change you've been waiting for your entire life!MERRY CHRISTMAS and THANK YOU Pensacola Florida! https://t.co/geWGzpzRp6,20170912,FALSE,4333,14
2472,Things are going really well for our economy a subject the Fake News spends as little time as possible discussing! Stock Market hit another RECORD HIGH unemployment is now at a 17 year low and companies are coming back into the USA. Really good news and much more to come!,20171012,FALSE,8378,4
2476,Despite thousands of hours wasted and many millions of dollars spent the Democrats have been unable to show any collusion with Russia - so now they are moving on to the false accusations and fabricated stories of women who I don’t know and/or have never met. FAKE NEWS!,20171112,FALSE,7699,1
2477,Lightweight Senator Kirsten Gillibrand a total flunky for Chuck Schumer and someone who would come to my office “begging” for campaign contributions not so long ago (and would do anything for them) is now in the ring fighting against Trump. Very disloyal to Bill &amp; Crooked-USED!,20171212,FALSE,1080,5
2482,The reason I originally endorsed Luther Strange (and his numbers went up mightily) is that I said Roy Moore will not be able to win the General Election.  I was right! Roy worked hard but the deck was stacked against him!,20171312,FALSE,4753,5
2487,As a candidate I promised we would pass a massive tax cut for the everyday working Americans. If you make your voices heard this moment will be forever remembered as a great new beginning – the dawn of a brilliant American future shining with PATRIOTISM PROSPERITY AND PRIDE! https://t.co/exsBzrlCdw,20171412,FALSE,514,7
2494,To each member of the graduating class from the National Academy at Quantico CONGRATULATIONS! https://t.co/bGT8S33ZLU,20171512,FALSE,3890,4
2498,RT @PressSec: .@POTUS historic tax cuts + doubling of the child tax credit will do infinitely more to empower working moms than liberals' p…,20171612,FALSE,5907,8
2506,Wonderful weekend at Camp David. A very special place. A lot of very important work done. Heading back to the @WhiteHouse now. https://t.co/cKxlsdr1ut,20171712,FALSE,4009,2
2508,Remember Republicans are 5-0 in Congressional Races this year. The media refuses to mention this. I said Gillespie and Moore would lose (for very different reasons) and they did. I also predicted  “I” would win. Republicans will do well in 2018 very well! @foxandfriends,20171812,FALSE,2807,13
2521,DOW RISES 5000 POINTS ON THE YEAR FOR THE FIRST TIME EVER - MAKE AMERICA GREAT AGAIN!,20171912,FALSE,6911,5
2526,The Tax Cuts are so large and so meaningful and yet the Fake News is working overtime to follow the lead of their friends the defeated Dems and only demean. This is truly a case where the results will speak for themselves starting very soon. Jobs Jobs Jobs!,20172012,FALSE,2390,6
2532,Was @foxandfriends just named the most influential show in news? You deserve it - three great people! The many Fake News Hate Shows should study your formula for success!,20172112,FALSE,2927,5
2537,So true! https://t.co/1c8hu6O5t9,20172212,FALSE,3963,11
2548,How can FBI Deputy Director Andrew McCabe the man in charge along with leakin’ James Comey of the Phony Hillary Clinton investigation (including her 33000 illegally deleted emails) be given $700000 for wife’s campaign by Clinton Puppets during investigation?,20172312,TRUE,2422,6
2554,RT @shawgerald4: @realDonaldTrump Thank you President TRUMP!! https://t.co/LKdkT0FL99,20172412,FALSE,898,4
2558,MERRY CHRISTMAS!! https://t.co/xa2qxcisVV,20172512,FALSE,1095,5
2563,WOW @foxandfrlends  “Dossier is bogus. Clinton Campaign DNC funded Dossier. FBI CANNOT (after all of this time) VERIFY CLAIMS IN DOSSIER OF RUSSIA/TRUMP COLLUSION. FBI TAINTED.” And they used this Crooked Hillary pile of garbage as the basis for going after the Trump Campaign!,20172612,FALSE,6366,3
2566,Just left West Palm Beach Fire &amp; Rescue #2. Met with great men and women as representatives of those who do so much for all of us. Firefighters paramedics first responders - what amazing people they are!,20172712,FALSE,5782,2
2568,“Arrests of MS-13 Members Associates Up 83% Under Trump” https://t.co/70iPHy2Yqn,20172812,FALSE,1719,11
2579,While the Fake News loves to talk about my so-called low approval rating @foxandfriends just showed that my rating on Dec. 28 2017 was approximately the same as President Obama on Dec. 28 2009 which was 47%...and this despite massive negative Trump coverage &amp; Russia hoax!,20172912,FALSE,5757,8
2587,The entire world understands that the good people of Iran want change and other than the vast military power of the United States that Iran’s people are what their leaders fear the most.... https://t.co/W8rKN9B6RT,20173012,FALSE,6239,6
2593,Big protests in Iran. The people are finally getting wise as to how their money and wealth is being stolen and squandered on terrorism. Looks like they will not take it any longer. The USA is watching very closely for human rights violations!,20173112,FALSE,4074,9
2660,RT @Scavino45: “Utilities cutting rates cite benefits of Trump tax reform” https://t.co/u19JMs4Bsr,20180901,FALSE,3320,2
2662,Thank you @GOPLeader Kevin McCarthy! Couldn’t agree w/you more. TOGETHER we are #MAGA🇺🇸 https://t.co/QaxtqpyXTR,20181001,FALSE,3574,10
2672,Disproven and paid for by Democrats “Dossier used to spy on Trump Campaign. Did FBI use Intel tool to influence the Election?” @foxandfriends  Did Dems or Clinton also pay Russians? Where are hidden and smashed DNC servers? Where are Crooked Hillary Emails?  What a mess!,20181101,FALSE,212,8
2680,Small Business Poll has highest approval numbers in the polls history. All business is just at the beginning of something really special!,20181201,FALSE,1601,14
2694,The Democrats are all talk and no action. They are doing nothing to fix DACA. Great opportunity missed. Too bad!,20181301,FALSE,2803,6
2700,RT @JackPosobiec: Dick Durbin called Trump racist for wanting to end chain migration. Here's a video of Dick Durbin calling for an end to…,20181401,TRUE,8443,11
2711,...to stop drugs they want to take money away from our military which we cannot do.” My standard is very simple AMERICA FIRST &amp; MAKE AMERICA GREAT AGAIN!,20181501,FALSE,516,4
2715,RT @EricTrump: #MakeAmericaGreatAgain 🇺🇸🇺🇸🇺🇸 https://t.co/b81NtQGhHa,20181601,TRUE,3562,17
2732,Today we witnessed an incredible moment in history – the presentation of Congress’ highest civilian honor to our friend and true AMERICAN HERO Bob Dole. #CongressionalGoldMedal https://t.co/qNQqDLRmCk,20181701,FALSE,3998,5
2737,Despite some very corrupt and dishonest media coverage there are many great reporters I respect and lots of GOOD NEWS for the American people to be proud of!,20181801,FALSE,3153,12
2749,.@WhiteHouse Briefing with Director Marc Short and Director Mick Mulvaney...https://t.co/0O0VsYXmHB,20181901,FALSE,5959,6
2755,Democrats are far more concerned with Illegal Immigrants than they are with our great Military or Safety at our dangerous Southern Border. They could have easily made a deal but decided to play Shutdown politics instead. #WeNeedMoreRepublicansIn18 in order to power through mess!,20182001,FALSE,582,8
2763,The Trump Administration has terminated more UNNECESSARY Regulation in just twelve months than any other Administration has terminated during their full term in office no matter what the length. The good news is THERE IS MUCH MORE TO COME!,20182101,TRUE,1195,9
2772,The Democrats are turning down services and security for citizens in favor of services and security for non-citizens. Not good!,20182201,FALSE,4367,4
2776,Even Crazy Jim Acosta of Fake News CNN agrees: “Trump World and WH sources dancing in end zone: Trump wins again...Schumer and Dems caved...gambled and lost.” Thank you for your honesty Jim!,20182301,FALSE,7443,6
2782,Cryin’ Chuck Schumer fully understands especially after his humiliating defeat that if there is no Wall there is no DACA. We must have safety and security together with a strong Military for our great people!,20182401,FALSE,7472,5
2787,Great bilateral meeting with Prime Minister Theresa May of the United Kingdom affirming the special relationship and our commitment to work together on key national security challenges and economic opportunities. #WEF18 https://t.co/FPP8aRDAyt,20182501,FALSE,5578,4
2791,It was an honor to meet with Republic of Rwanda President Paul Kagame this morning in Davos Switzerland. Many great discussions! #WEF18 https://t.co/SaPzwVhDiB,20182601,FALSE,6779,7
2798,On Holocaust Remembrance Day we mourn and grieve the murder of 6 million innocent Jewish men women and children and the millions of others who perished in the evil Nazi Genocide. We pledge with all of our might and resolve: Never Again! https://t.co/PfHM7UiZ0C https://t.co/25W0SZHTOu,20182701,FALSE,7967,3
2801,Democrats are not interested in Border Safety &amp; Security or in the funding and rebuilding of our Military. They are only interested in Obstruction!,20182801,FALSE,2019,4
2805,Join me live for the #SOTUhttps://t.co/0SLktWxfHi,20182901,FALSE,8395,1
2806,Heading to beautiful West Virginia to be with great members of the Republican Party. Will be planning Infrastructure and discussing Immigration and DACA not easy when we have no support from the Democrats. NOT ONE DEM VOTED FOR OUR TAX CUT BILL! Need more Republicans in ‘18.,20183101,FALSE,2757,1
2807,March 5th is rapidly approaching and the Democrats are doing nothing about DACA. They Resist Blame Complain and Obstruct - and do nothing. Start pushing Nancy Pelosi and the Dems to work out a DACA fix NOW!,20180102,FALSE,4732,3
2810,The top Leadership and Investigators of the FBI and the Justice Department have politicized the sacred investigative process in favor of Democrats and against Republicans - something which would have been unthinkable just a short time ago. Rank &amp; File are great people!,20180202,FALSE,180,6
